file_path,class
../data/UrbanSoundDatabase/drilling\74922-4-0-0.wav,0
../data/UrbanSoundDatabase/drilling\74922-4-0-1.wav,0
../data/UrbanSoundDatabase/drilling\74922-4-0-2.wav,0
../data/UrbanSoundDatabase/drilling\74922-4-0-3.wav,0
../data/UrbanSoundDatabase/drilling\74922-4-0-4.wav,0
../data/UrbanSoundDatabase/drilling\74922-4-0-5.wav,0
../data/UrbanSoundDatabase/drilling\74922-4-0-6.wav,0
../data/UrbanSoundDatabase/drilling\74922-4-0-7.wav,0
../data/UrbanSoundDatabase/drilling\74965-4-0-0.wav,0
../data/UrbanSoundDatabase/drilling\74965-4-0-1.wav,0
../data/UrbanSoundDatabase/drilling\74965-4-0-2.wav,0
../data/UrbanSoundDatabase/drilling\74965-4-0-3.wav,0
../data/UrbanSoundDatabase/drilling\74965-4-1-0.wav,0
../data/UrbanSoundDatabase/drilling\74965-4-1-1.wav,0
../data/UrbanSoundDatabase/drilling\74965-4-1-2.wav,0
../data/UrbanSoundDatabase/drilling\76085-4-0-103.wav,0
../data/UrbanSoundDatabase/drilling\76085-4-0-14.wav,0
../data/UrbanSoundDatabase/drilling\76085-4-0-24.wav,0
../data/UrbanSoundDatabase/drilling\76085-4-0-27.wav,0
../data/UrbanSoundDatabase/drilling\76085-4-0-35.wav,0
../data/UrbanSoundDatabase/drilling\76085-4-0-37.wav,0
../data/UrbanSoundDatabase/drilling\76085-4-0-38.wav,0
../data/UrbanSoundDatabase/drilling\76085-4-0-55.wav,0
../data/UrbanSoundDatabase/drilling\76085-4-0-6.wav,0
../data/UrbanSoundDatabase/drilling\76085-4-0-61.wav,0
../data/UrbanSoundDatabase/drilling\76085-4-0-62.wav,0
../data/UrbanSoundDatabase/drilling\76085-4-0-66.wav,0
../data/UrbanSoundDatabase/drilling\76085-4-0-81.wav,0
../data/UrbanSoundDatabase/drilling\76085-4-0-89.wav,0
../data/UrbanSoundDatabase/drilling\76085-4-0-93.wav,0
../data/UrbanSoundDatabase/drilling\76085-4-0-97.wav,0
../data/UrbanSoundDatabase/drilling\76086-4-0-12.wav,0
../data/UrbanSoundDatabase/drilling\76086-4-0-14.wav,0
../data/UrbanSoundDatabase/drilling\76086-4-0-17.wav,0
../data/UrbanSoundDatabase/drilling\76086-4-0-18.wav,0
../data/UrbanSoundDatabase/drilling\76086-4-0-19.wav,0
../data/UrbanSoundDatabase/drilling\76086-4-0-2.wav,0
../data/UrbanSoundDatabase/drilling\76086-4-0-22.wav,0
../data/UrbanSoundDatabase/drilling\76086-4-0-23.wav,0
../data/UrbanSoundDatabase/drilling\76086-4-0-24.wav,0
../data/UrbanSoundDatabase/drilling\76086-4-0-27.wav,0
../data/UrbanSoundDatabase/drilling\76086-4-0-29.wav,0
../data/UrbanSoundDatabase/drilling\76086-4-0-3.wav,0
../data/UrbanSoundDatabase/drilling\76086-4-0-32.wav,0
../data/UrbanSoundDatabase/drilling\76086-4-0-36.wav,0
../data/UrbanSoundDatabase/drilling\76086-4-0-38.wav,0
../data/UrbanSoundDatabase/drilling\76086-4-0-43.wav,0
../data/UrbanSoundDatabase/drilling\76086-4-0-50.wav,0
../data/UrbanSoundDatabase/drilling\76086-4-0-53.wav,0
../data/UrbanSoundDatabase/drilling\76086-4-0-55.wav,0
../data/UrbanSoundDatabase/drilling\76086-4-0-56.wav,0
../data/UrbanSoundDatabase/drilling\76086-4-0-58.wav,0
../data/UrbanSoundDatabase/drilling\77751-4-0-0.wav,0
../data/UrbanSoundDatabase/drilling\77751-4-0-1.wav,0
../data/UrbanSoundDatabase/drilling\77751-4-1-0.wav,0
../data/UrbanSoundDatabase/drilling\77751-4-1-1.wav,0
../data/UrbanSoundDatabase/drilling\77751-4-2-0.wav,0
../data/UrbanSoundDatabase/drilling\77751-4-3-0.wav,0
../data/UrbanSoundDatabase/drilling\77751-4-4-0.wav,0
../data/UrbanSoundDatabase/drilling\77751-4-5-0.wav,0
../data/UrbanSoundDatabase/drilling\77751-4-6-0.wav,0
../data/UrbanSoundDatabase/drilling\77751-4-7-0.wav,0
../data/UrbanSoundDatabase/drilling\77751-4-8-0.wav,0
../data/UrbanSoundDatabase/drilling\77751-4-9-0.wav,0
../data/UrbanSoundDatabase/drilling\77751-4-9-1.wav,0
../data/UrbanSoundDatabase/drilling\77751-4-9-2.wav,0
../data/UrbanSoundDatabase/drilling\77751-4-9-3.wav,0
../data/UrbanSoundDatabase/drilling\77774-4-0-0.wav,0
../data/UrbanSoundDatabase/drilling\77774-4-0-1.wav,0
../data/UrbanSoundDatabase/drilling\77774-4-0-2.wav,0
../data/UrbanSoundDatabase/drilling\77774-4-0-3.wav,0
../data/UrbanSoundDatabase/drilling\77774-4-1-0.wav,0
../data/UrbanSoundDatabase/drilling\77774-4-1-1.wav,0
../data/UrbanSoundDatabase/drilling\78360-4-0-0.wav,0
../data/UrbanSoundDatabase/drilling\78360-4-0-1.wav,0
../data/UrbanSoundDatabase/drilling\78360-4-0-11.wav,0
../data/UrbanSoundDatabase/drilling\78360-4-0-12.wav,0
../data/UrbanSoundDatabase/drilling\78360-4-0-14.wav,0
../data/UrbanSoundDatabase/drilling\78360-4-0-15.wav,0
../data/UrbanSoundDatabase/drilling\78360-4-0-16.wav,0
../data/UrbanSoundDatabase/drilling\78360-4-0-17.wav,0
../data/UrbanSoundDatabase/drilling\78360-4-0-18.wav,0
../data/UrbanSoundDatabase/drilling\78360-4-0-19.wav,0
../data/UrbanSoundDatabase/drilling\78360-4-0-2.wav,0
../data/UrbanSoundDatabase/drilling\78360-4-0-20.wav,0
../data/UrbanSoundDatabase/drilling\78360-4-0-21.wav,0
../data/UrbanSoundDatabase/drilling\78360-4-0-22.wav,0
../data/UrbanSoundDatabase/drilling\78360-4-0-23.wav,0
../data/UrbanSoundDatabase/drilling\78360-4-0-3.wav,0
../data/UrbanSoundDatabase/drilling\78360-4-0-4.wav,0
../data/UrbanSoundDatabase/drilling\78360-4-0-5.wav,0
../data/UrbanSoundDatabase/drilling\78360-4-0-6.wav,0
../data/UrbanSoundDatabase/drilling\78360-4-0-7.wav,0
../data/UrbanSoundDatabase/drilling\78360-4-0-8.wav,0
../data/UrbanSoundDatabase/drilling\78360-4-0-9.wav,0
../data/UrbanSoundDatabase/drilling\81117-4-0-0.wav,0
../data/UrbanSoundDatabase/drilling\81117-4-0-1.wav,0
../data/UrbanSoundDatabase/drilling\81117-4-0-2.wav,0
../data/UrbanSoundDatabase/drilling\81117-4-0-3.wav,0
../data/UrbanSoundDatabase/drilling\81117-4-0-4.wav,0
../data/UrbanSoundDatabase/drilling\81117-4-0-5.wav,0
../data/UrbanSoundDatabase/drilling\84699-4-0-0.wav,0
../data/UrbanSoundDatabase/drilling\84699-4-1-0.wav,0
../data/UrbanSoundDatabase/drilling\84699-4-2-0.wav,0
../data/UrbanSoundDatabase/drilling\84699-4-3-0.wav,0
../data/UrbanSoundDatabase/drilling\84699-4-4-0.wav,0
../data/UrbanSoundDatabase/drilling\84699-4-5-0.wav,0
../data/UrbanSoundDatabase/drilling\84699-4-6-0.wav,0
../data/UrbanSoundDatabase/drilling\89099-4-0-0.wav,0
../data/UrbanSoundDatabase/drilling\89099-4-0-1.wav,0
../data/UrbanSoundDatabase/drilling\89099-4-0-2.wav,0
../data/UrbanSoundDatabase/drilling\95562-4-0-0.wav,0
../data/UrbanSoundDatabase/drilling\95562-4-1-0.wav,0
../data/UrbanSoundDatabase/drilling\95562-4-2-0.wav,0
../data/UrbanSoundDatabase/drilling\95562-4-3-0.wav,0
../data/UrbanSoundDatabase/drilling\95562-4-3-1.wav,0
../data/UrbanSoundDatabase/drilling\96158-4-0-0.wav,0
../data/UrbanSoundDatabase/drilling\96159-4-0-0.wav,0
../data/UrbanSoundDatabase/drilling\96159-4-1-0.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-0.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-1.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-12.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-15.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-17.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-18.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-20.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-24.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-26.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-27.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-28.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-3.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-30.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-32.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-33.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-38.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-40.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-41.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-43.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-47.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-48.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-49.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-52.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-53.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-54.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-55.wav,0
../data/UrbanSoundDatabase/drilling\99192-4-0-7.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-10.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-11.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-12.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-13.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-14.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-15.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-16.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-17.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-18.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-19.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-2.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-20.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-21.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-22.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-23.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-24.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-25.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-26.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-27.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-28.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-29.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-3.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-30.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-4.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-5.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-6.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-7.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-8.wav,0
../data/UrbanSoundDatabase/engine_idling\102857-5-0-9.wav,0
../data/UrbanSoundDatabase/engine_idling\102858-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\102858-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\103249-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\103249-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\103249-5-0-10.wav,0
../data/UrbanSoundDatabase/engine_idling\103249-5-0-11.wav,0
../data/UrbanSoundDatabase/engine_idling\103249-5-0-12.wav,0
../data/UrbanSoundDatabase/engine_idling\103249-5-0-13.wav,0
../data/UrbanSoundDatabase/engine_idling\103249-5-0-14.wav,0
../data/UrbanSoundDatabase/engine_idling\103249-5-0-15.wav,0
../data/UrbanSoundDatabase/engine_idling\103249-5-0-16.wav,0
../data/UrbanSoundDatabase/engine_idling\103249-5-0-17.wav,0
../data/UrbanSoundDatabase/engine_idling\103249-5-0-18.wav,0
../data/UrbanSoundDatabase/engine_idling\103249-5-0-19.wav,0
../data/UrbanSoundDatabase/engine_idling\103249-5-0-2.wav,0
../data/UrbanSoundDatabase/engine_idling\103249-5-0-3.wav,0
../data/UrbanSoundDatabase/engine_idling\103249-5-0-4.wav,0
../data/UrbanSoundDatabase/engine_idling\103249-5-0-5.wav,0
../data/UrbanSoundDatabase/engine_idling\103249-5-0-6.wav,0
../data/UrbanSoundDatabase/engine_idling\103249-5-0-7.wav,0
../data/UrbanSoundDatabase/engine_idling\103249-5-0-8.wav,0
../data/UrbanSoundDatabase/engine_idling\103249-5-0-9.wav,0
../data/UrbanSoundDatabase/engine_idling\103258-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\103258-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\103258-5-0-10.wav,0
../data/UrbanSoundDatabase/engine_idling\103258-5-0-11.wav,0
../data/UrbanSoundDatabase/engine_idling\103258-5-0-12.wav,0
../data/UrbanSoundDatabase/engine_idling\103258-5-0-13.wav,0
../data/UrbanSoundDatabase/engine_idling\103258-5-0-14.wav,0
../data/UrbanSoundDatabase/engine_idling\103258-5-0-15.wav,0
../data/UrbanSoundDatabase/engine_idling\103258-5-0-16.wav,0
../data/UrbanSoundDatabase/engine_idling\103258-5-0-17.wav,0
../data/UrbanSoundDatabase/engine_idling\103258-5-0-18.wav,0
../data/UrbanSoundDatabase/engine_idling\103258-5-0-19.wav,0
../data/UrbanSoundDatabase/engine_idling\103258-5-0-2.wav,0
../data/UrbanSoundDatabase/engine_idling\103258-5-0-3.wav,0
../data/UrbanSoundDatabase/engine_idling\103258-5-0-4.wav,0
../data/UrbanSoundDatabase/engine_idling\103258-5-0-5.wav,0
../data/UrbanSoundDatabase/engine_idling\103258-5-0-6.wav,0
../data/UrbanSoundDatabase/engine_idling\103258-5-0-7.wav,0
../data/UrbanSoundDatabase/engine_idling\103258-5-0-8.wav,0
../data/UrbanSoundDatabase/engine_idling\103258-5-0-9.wav,0
../data/UrbanSoundDatabase/engine_idling\103438-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\103438-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\103438-5-0-2.wav,0
../data/UrbanSoundDatabase/engine_idling\106014-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\106014-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\106014-5-0-2.wav,0
../data/UrbanSoundDatabase/engine_idling\106014-5-0-3.wav,0
../data/UrbanSoundDatabase/engine_idling\106014-5-0-4.wav,0
../data/UrbanSoundDatabase/engine_idling\106015-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\106015-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\106015-5-0-10.wav,0
../data/UrbanSoundDatabase/engine_idling\106015-5-0-11.wav,0
../data/UrbanSoundDatabase/engine_idling\106015-5-0-12.wav,0
../data/UrbanSoundDatabase/engine_idling\106015-5-0-13.wav,0
../data/UrbanSoundDatabase/engine_idling\106015-5-0-14.wav,0
../data/UrbanSoundDatabase/engine_idling\106015-5-0-15.wav,0
../data/UrbanSoundDatabase/engine_idling\106015-5-0-16.wav,0
../data/UrbanSoundDatabase/engine_idling\106015-5-0-17.wav,0
../data/UrbanSoundDatabase/engine_idling\106015-5-0-18.wav,0
../data/UrbanSoundDatabase/engine_idling\106015-5-0-19.wav,0
../data/UrbanSoundDatabase/engine_idling\106015-5-0-2.wav,0
../data/UrbanSoundDatabase/engine_idling\106015-5-0-20.wav,0
../data/UrbanSoundDatabase/engine_idling\106015-5-0-3.wav,0
../data/UrbanSoundDatabase/engine_idling\106015-5-0-4.wav,0
../data/UrbanSoundDatabase/engine_idling\106015-5-0-5.wav,0
../data/UrbanSoundDatabase/engine_idling\106015-5-0-6.wav,0
../data/UrbanSoundDatabase/engine_idling\106015-5-0-7.wav,0
../data/UrbanSoundDatabase/engine_idling\106015-5-0-8.wav,0
../data/UrbanSoundDatabase/engine_idling\106015-5-0-9.wav,0
../data/UrbanSoundDatabase/engine_idling\106486-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\106486-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\106486-5-0-2.wav,0
../data/UrbanSoundDatabase/engine_idling\106487-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\106487-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\106487-5-0-2.wav,0
../data/UrbanSoundDatabase/engine_idling\106905-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\106905-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\106905-5-0-2.wav,0
../data/UrbanSoundDatabase/engine_idling\107228-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\107228-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\107228-5-0-2.wav,0
../data/UrbanSoundDatabase/engine_idling\107228-5-0-3.wav,0
../data/UrbanSoundDatabase/engine_idling\107228-5-0-4.wav,0
../data/UrbanSoundDatabase/engine_idling\107228-5-0-5.wav,0
../data/UrbanSoundDatabase/engine_idling\107228-5-0-6.wav,0
../data/UrbanSoundDatabase/engine_idling\107228-5-0-7.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-0-2.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-0-3.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-0-4.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-0-5.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-0-6.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-0-7.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-1-0.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-1-1.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-1-10.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-1-11.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-1-12.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-1-13.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-1-14.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-1-2.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-1-3.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-1-4.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-1-5.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-1-6.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-1-7.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-1-8.wav,0
../data/UrbanSoundDatabase/engine_idling\111386-5-1-9.wav,0
../data/UrbanSoundDatabase/engine_idling\112075-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\112075-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\112075-5-0-2.wav,0
../data/UrbanSoundDatabase/engine_idling\113201-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\113201-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\113201-5-0-2.wav,0
../data/UrbanSoundDatabase/engine_idling\113201-5-0-3.wav,0
../data/UrbanSoundDatabase/engine_idling\113201-5-0-4.wav,0
../data/UrbanSoundDatabase/engine_idling\113201-5-0-5.wav,0
../data/UrbanSoundDatabase/engine_idling\113201-5-0-6.wav,0
../data/UrbanSoundDatabase/engine_idling\113201-5-0-7.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-10.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-11.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-12.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-13.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-14.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-15.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-16.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-17.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-18.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-19.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-2.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-20.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-21.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-22.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-23.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-24.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-25.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-26.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-27.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-28.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-3.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-4.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-5.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-6.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-7.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-8.wav,0
../data/UrbanSoundDatabase/engine_idling\113202-5-0-9.wav,0
../data/UrbanSoundDatabase/engine_idling\113203-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\113203-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\113203-5-0-2.wav,0
../data/UrbanSoundDatabase/engine_idling\113203-5-0-3.wav,0
../data/UrbanSoundDatabase/engine_idling\113203-5-0-4.wav,0
../data/UrbanSoundDatabase/engine_idling\113203-5-0-5.wav,0
../data/UrbanSoundDatabase/engine_idling\113203-5-0-6.wav,0
../data/UrbanSoundDatabase/engine_idling\113203-5-0-7.wav,0
../data/UrbanSoundDatabase/engine_idling\113203-5-0-8.wav,0
../data/UrbanSoundDatabase/engine_idling\113203-5-1-0.wav,0
../data/UrbanSoundDatabase/engine_idling\113203-5-1-1.wav,0
../data/UrbanSoundDatabase/engine_idling\113203-5-1-2.wav,0
../data/UrbanSoundDatabase/engine_idling\113203-5-2-0.wav,0
../data/UrbanSoundDatabase/engine_idling\113203-5-3-0.wav,0
../data/UrbanSoundDatabase/engine_idling\113203-5-3-1.wav,0
../data/UrbanSoundDatabase/engine_idling\113203-5-4-0.wav,0
../data/UrbanSoundDatabase/engine_idling\113203-5-5-0.wav,0
../data/UrbanSoundDatabase/engine_idling\113203-5-6-0.wav,0
../data/UrbanSoundDatabase/engine_idling\113203-5-7-0.wav,0
../data/UrbanSoundDatabase/engine_idling\113203-5-8-0.wav,0
../data/UrbanSoundDatabase/engine_idling\113205-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\113205-5-1-0.wav,0
../data/UrbanSoundDatabase/engine_idling\113205-5-1-1.wav,0
../data/UrbanSoundDatabase/engine_idling\113205-5-1-2.wav,0
../data/UrbanSoundDatabase/engine_idling\113205-5-1-3.wav,0
../data/UrbanSoundDatabase/engine_idling\113205-5-1-4.wav,0
../data/UrbanSoundDatabase/engine_idling\113205-5-1-5.wav,0
../data/UrbanSoundDatabase/engine_idling\113205-5-1-6.wav,0
../data/UrbanSoundDatabase/engine_idling\113205-5-1-7.wav,0
../data/UrbanSoundDatabase/engine_idling\113205-5-1-8.wav,0
../data/UrbanSoundDatabase/engine_idling\113205-5-1-9.wav,0
../data/UrbanSoundDatabase/engine_idling\113216-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\113216-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\113216-5-0-2.wav,0
../data/UrbanSoundDatabase/engine_idling\113216-5-0-3.wav,0
../data/UrbanSoundDatabase/engine_idling\113216-5-0-4.wav,0
../data/UrbanSoundDatabase/engine_idling\118558-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\118558-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\118558-5-0-2.wav,0
../data/UrbanSoundDatabase/engine_idling\118558-5-1-0.wav,0
../data/UrbanSoundDatabase/engine_idling\118558-5-1-1.wav,0
../data/UrbanSoundDatabase/engine_idling\118558-5-1-2.wav,0
../data/UrbanSoundDatabase/engine_idling\118558-5-2-0.wav,0
../data/UrbanSoundDatabase/engine_idling\118558-5-2-1.wav,0
../data/UrbanSoundDatabase/engine_idling\118558-5-2-2.wav,0
../data/UrbanSoundDatabase/engine_idling\118558-5-2-3.wav,0
../data/UrbanSoundDatabase/engine_idling\119449-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\119449-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\119449-5-0-2.wav,0
../data/UrbanSoundDatabase/engine_idling\119449-5-0-3.wav,0
../data/UrbanSoundDatabase/engine_idling\119449-5-0-4.wav,0
../data/UrbanSoundDatabase/engine_idling\119449-5-0-5.wav,0
../data/UrbanSoundDatabase/engine_idling\119449-5-0-6.wav,0
../data/UrbanSoundDatabase/engine_idling\119455-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\119455-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\119455-5-0-2.wav,0
../data/UrbanSoundDatabase/engine_idling\119455-5-0-3.wav,0
../data/UrbanSoundDatabase/engine_idling\119455-5-0-4.wav,0
../data/UrbanSoundDatabase/engine_idling\119455-5-0-5.wav,0
../data/UrbanSoundDatabase/engine_idling\119455-5-0-6.wav,0
../data/UrbanSoundDatabase/engine_idling\119455-5-0-7.wav,0
../data/UrbanSoundDatabase/engine_idling\123685-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\123685-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\123685-5-0-2.wav,0
../data/UrbanSoundDatabase/engine_idling\123685-5-0-3.wav,0
../data/UrbanSoundDatabase/engine_idling\123685-5-0-4.wav,0
../data/UrbanSoundDatabase/engine_idling\123685-5-0-5.wav,0
../data/UrbanSoundDatabase/engine_idling\123685-5-0-6.wav,0
../data/UrbanSoundDatabase/engine_idling\123685-5-0-7.wav,0
../data/UrbanSoundDatabase/engine_idling\123685-5-0-8.wav,0
../data/UrbanSoundDatabase/engine_idling\12812-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\12812-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\12812-5-0-2.wav,0
../data/UrbanSoundDatabase/engine_idling\128160-5-0-0.wav,0
../data/UrbanSoundDatabase/engine_idling\128160-5-0-1.wav,0
../data/UrbanSoundDatabase/engine_idling\128160-5-0-10.wav,0
../data/UrbanSoundDatabase/engine_idling\128160-5-0-11.wav,0
../data/UrbanSoundDatabase/engine_idling\128160-5-0-12.wav,0
../data/UrbanSoundDatabase/engine_idling\128160-5-0-13.wav,0
../data/UrbanSoundDatabase/engine_idling\128160-5-0-14.wav,0
